	document	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30	pc31	pc32	pc33	pc34	pc35	pc36	pc37	pc38	pc39	pc40	pc41	pc42	pc43	pc44	pc45	pc46	pc47	pc48	pc49	pc50
0	838870_v1.xml	0.49695047461987685	0.47302780178902104	-0.03245816016293501	-0.1040155256091404	0.0367880557386171	-0.14937202433667762	0.06325963388779143	0.12471903555452912	0.12500458307031737	0.0176153128978781	-0.22356951473159614	0.19086440651405745	0.022232433076169067	0.07740984427835196	0.020911033666913492	0.08611475398644308	0.0552985310179146	-0.008003111536244223	-0.10644600086081923	0.02727943004380029	-0.12919579265906944	-0.13085449898332602	-0.03854255811073304	0.027485573872048863	0.07926353706335132	-0.0006700330739191074	0.0939548400606558	0.005612168383263172	0.01125618371782311	0.12366786005873098	0.05203301765068036	0.02296925462260324	0.010730630474638181	-0.1934559289945279	0.005118415259174891	-0.036320210226221006	-0.17750859473427316	-0.013197751114574663	0.03461946235044111	0.06187582526697033	0.08671805186424186	0.03809309101741276	-0.1276566273376687	-0.12679631469017627	0.0023761400258245358	0.12749549926426929	0.026184520531347344	0.07337214780115775	0.03135602548885463	-0.033719513878979424
1	2020.02.13.945485_v1.xml	0.4006871629342217	0.5538890190997394	-0.03312836114972617	-0.0013040917817843667	0.0355428578411785	-0.07645638439639568	-0.0006044437925574186	0.09427775641837333	0.1190233804090044	0.04308550236493347	-0.35268887639201507	0.013836746024403879	-0.07278357900005505	-0.04488488826697434	0.05879856763103308	0.002265833609877199	0.04665637501463271	0.05463277367227759	-0.07241083112805713	-0.11060369047413299	-0.10744923096779568	-0.12692063207400683	-0.031623927145025155	0.08919979709551018	0.07630712817140528	0.018251734887745674	0.1149315851434558	0.017916984060570185	-0.0007654193379320606	0.08565056990802544	0.027537779757315417	0.054104826036631026	0.08521637645017077	-0.1586779216138754	-0.0008521712763260858	0.0064889926044934265	-0.1840885076243104	-0.011188833782004304	-0.015731423844641323	0.07920417234981847	0.15112783089685855	-0.05252967427887123	-0.07315458600906966	-0.04353254889775737	0.046980077909443585	0.10023988997549171	-0.011275402044328864	0.05327868704508287	0.06194183757860516	-0.045853163070425085
2	2020.01.13.905190_v1.xml	-0.4518240300043648	0.022776317015360203	-0.09395370623797561	0.2449916907730446	0.17308772507853698	-0.17238818484570384	0.32887056420677585	-0.11302157784420253	0.031419971795128676	0.028199319931136446	-0.2100947100169115	0.1844431340510886	-0.07189987629295036	-0.064503088386483	-0.04741662872135732	-0.10426697909908378	0.10509004285892598	0.10220776268257903	0.09831134843166445	-0.031069202248807493	-0.09584527057757253	-0.16805745305640674	-0.05483646365053185	0.03543358453934975	0.08972663141895365	0.03263821751418128	0.19644408274053649	-0.02312195000618389	0.018427446157998184	0.029935392510888614	0.018032126545903027	-0.01700583216272067	0.09286027990433465	-0.17177158354132294	0.032599649504399975	-0.03439005790453953	-0.15922445145933128	-0.0006838436955645122	-0.016260646615840146	0.09772233614474879	0.12137491056012006	0.022715098651039045	-0.10083258441960985	-0.04819006903932799	0.051187473169541864	0.13329647649555454	-0.019289013924942866	0.08515215892932648	0.028548721019563406	-0.08201044970899507
3	865089_v1.xml	-0.14237129627753276	-0.2503050009325727	0.19492981760214545	0.09277641477681153	-0.10203764708065344	-0.12485863060968505	0.20412232419152343	0.22414182652575887	-0.026321502496628568	0.09915570586363953	-0.37466214171923085	0.06670680681654229	0.07379915453521357	-0.02995425313874689	0.14501664292931016	0.020207068215675528	0.06462066156882262	0.15777630253702046	-0.16482748959776772	0.0009694730806611984	-0.11746949097460746	-0.16593235523365668	0.0064310204372125535	0.014880834134684773	0.09574187308292981	0.08229082189046133	0.1238661944842333	-0.0913788595470657	-0.007584015770784269	0.03696002951197941	0.09305075645657024	-0.02584827956453739	0.1495022847247679	-0.21959159391513827	-0.03001876498461331	0.009521584697431695	-0.19289157444200522	-0.026164365400257905	-0.03976832207235126	0.04897733341091792	0.1215663306340875	0.0781041638585036	-0.17237395622714513	-0.11848455400605684	-0.014561183036477354	0.17348052789394386	-0.007756331947360362	0.07860332103574685	0.04115936761920724	-0.07255308315976605
4	832675_v1.xml	-0.19022161164429718	0.00200463285459318	0.04560103305147256	0.09855847185915667	0.20554818134616293	-0.30778328861476245	0.37109417347133666	-0.08300029219511162	0.06801625379617304	-0.22372756377342906	-0.2665080584696353	0.22393209100695066	0.05300848721275442	-0.049730895017626287	0.045998324560301396	-0.17174321772992363	-0.10707615258998793	0.16651256097562395	0.039101654787603524	-0.1201016163119355	-0.18135528350326924	-0.08829607603701084	-0.006790994678503415	0.027288219900537203	0.012789168524352301	0.04446615834473211	0.20624152829495646	0.039635926820577705	-0.04700496214735406	-0.001756682192667558	0.03367026846230603	0.007774523867023819	0.08792663286663716	-0.18952115666397384	0.03023868482705161	0.0025273021567091547	-0.1459544241892181	-0.09116098519009741	0.012996010814732895	0.06225541198801399	0.14650219628608485	-0.012283959050773063	-0.15092958294024128	-0.05393231126615272	0.014384378421107069	0.0973119206937082	0.014864184023176685	0.025925905205192	0.060890522156947346	0.019093228059276712
5	2020.02.29.965418_v2.xml	0.5359879624796057	0.05615319300544075	0.07472463830776632	0.06351532836041096	0.09862581198001696	-0.12016820242222082	0.4967023307254934	0.0925615897705443	0.11008053366483239	0.08776397800112112	-0.23270873605529796	0.0075330524925708575	-0.06104881326807132	-0.07649261013033581	0.07079820725284414	-0.02150672475853188	-0.03194542015349833	0.06346688391648647	-0.13649870645518392	-0.161358662477729	-0.0654073657158194	-0.15867846466650737	-0.017857447431156137	0.05467140252747604	0.03812490193502904	0.06912648011332412	0.11095978775620186	0.003407904185052768	0.010620190892052905	0.07080873666015652	0.0025855726667251	0.05209582815979319	0.09922719664261126	-0.13822057890168793	-0.010481220734404717	0.031320254355537536	-0.12586242776561374	-0.0216866737663044	-0.0027635782151957944	0.05849893936638795	0.11693383264424617	-0.01696781062267716	-0.08544038354189931	-0.06513237201774258	0.047760836133510676	0.09389863302255719	0.0014414329907489476	0.08629936859804477	0.07861169322749051	-0.03801697171688523
6	785691_v2.xml	0.48003867568006053	0.40273996241998955	0.045197395726633616	0.2120613580900793	0.20683847801768174	-0.35708271042979467	0.17620891482265544	0.014549926392628532	0.090762932108438	-0.08163231028975759	-0.294017890763588	0.14012501282483802	0.031023684975009624	-0.0014720242916650417	0.045638930403877676	-0.02591604644869716	0.004516681040419912	-0.004681950864969142	-0.05428325863805439	-0.016223540222491506	-0.13132349341713234	-0.11834504525267309	-0.04344292813528883	0.03532834772411875	0.02528318751425318	-0.00596374145882983	0.08827770501203203	-0.02015747154862635	-0.0755204374176155	0.05448817929181904	-0.008122006937034687	-0.00889590131992768	0.08554061157424964	-0.13440176983617547	-0.06505189653754284	0.016133431672765486	-0.10053886113381538	-0.03995149618427929	0.023573298176988056	0.05373506794526883	0.1165927205052475	-0.015957381354270606	-0.07436337749557898	-0.056232081853715865	-0.02853624076220651	0.11473390254112914	0.05064467721208821	0.012194525707765913	0.06550003838566898	-0.042158912679038485
7	2020.02.16.951913_v1.xml	-0.11878968051675454	0.2548683376616734	0.14831303612368785	0.3841418469416994	0.05062187552147068	-0.14986940447502706	0.32816195623901123	0.27537837203630344	-0.017707296200098588	0.005131171078149643	-0.42735599047073736	-0.002559669780082263	-0.05077468102591043	-0.0440946021930253	0.014212039810657662	0.019052648671460615	0.02452298621213722	0.03759976515299912	-0.0745543295878699	-0.04507169263715971	-0.06364828749883245	-0.2514466880842019	0.042216248004402046	0.03324572131274717	-0.05525585730054017	0.02552533005895663	0.14411969654348078	-0.009527012980974803	-0.006080547437674388	0.06902477311654487	0.035142937884868	0.03678311882588958	0.06488417602400343	-0.1634811821612976	-0.06375977649906983	0.04902047348647742	-0.17147569792552697	-0.07189106905859055	-0.03990228101133386	0.08749005532668297	0.1629126135316742	-0.015190993927852281	-0.0794398465876871	-0.06745554111994045	0.02841671680056057	0.07222464030301234	-0.02224943430883708	0.06763865118031209	0.03386115309511328	-0.05444432689116985
8	2020.01.22.914952_v2.xml	0.19884000135919466	0.4060581673856982	0.14471299478118171	0.08021894685848951	-0.005043261671707322	-0.09065366752257598	0.1946234988108162	0.06709376929132549	0.14753148332439447	0.11815829192134986	-0.4320846573409085	0.042863013514797266	-0.13588306457761412	-0.06309846481382486	0.04604468037033471	-0.02923542989448147	0.035296201561542784	0.0692343944272279	-0.0969304661588859	-0.1844094857316969	-0.12518590373770744	-0.1568652720630026	-0.030312054211832917	0.07559993314343283	0.02215192679414768	-0.00035190462749334905	0.13713010072658427	-0.023045503829190572	0.029692201090628867	0.08228704747503401	0.08968990963028645	0.05975367187113034	0.0869750124575519	-0.16071692849960728	-0.017887634850181522	-0.008203696465694632	-0.18457654503506715	-0.00838369173322806	0.0005585710738090777	0.08335891239408388	0.16742643220418763	-0.0556743410712508	-0.0791769876185926	-0.06505822920552884	0.028501653412411843	0.1431962944127444	-0.03056104631439882	0.07162761622570946	0.06630835397385193	-0.07068613319359618
9	819037_v1.xml	-0.0714448680652755	0.0671434054218999	0.026152644797666103	0.5644969713916373	0.21895329698350907	-0.08470430936330664	0.08178617590729731	0.2047994644508151	-0.040561040326102527	-0.07782815359833406	-0.22525490633972334	0.14891409877606954	-0.02074577945505185	0.07897068016832554	0.061536123030913825	-0.0952557285518143	0.10988975844274429	0.009891566877578417	-0.047023646471784364	-0.11883857210361204	-0.16453616375553048	-0.22920626991355086	-0.11402348200555101	0.009644728271542502	-0.059806583149599746	-0.08295919715712508	0.11462833326993527	-0.04658360089987923	-0.0322938495010856	0.11222016329784656	0.11545861575284455	0.022572439579724435	0.06467917259019329	-0.23374789828043485	0.01642096432800988	-0.02021578122679779	-0.15874667360627814	-0.032105204670182186	0.03181919966634217	0.02453473697737729	0.09930967924517287	0.005853957084228423	-0.11488580079152655	-0.08670409664267775	-0.006722346891655739	0.14296120926377298	0.005566435994321051	-0.0013716673622501396	0.04503506221785225	-0.03189606396416411
