biorxiv_doi_url	pmcid_url	is_same_paper_1	comments_1	is_same_paper_2	comments_2	is_same_paper_3	comments_3
https://doi.org/10.1101/765305	https://www.ncbi.nlm.nih.gov/pmc/PMC5975655	False		False			
https://doi.org/10.1101/492876	https://www.ncbi.nlm.nih.gov/pmc/PMC5507356	False		False			
https://doi.org/10.1101/642769	https://www.ncbi.nlm.nih.gov/pmc/PMC6795488	True		True			
https://doi.org/10.1101/450262	https://www.ncbi.nlm.nih.gov/pmc/PMC6642133	True		True			
https://doi.org/10.1101/141549	https://www.ncbi.nlm.nih.gov/pmc/PMC6482572	False		False			
https://doi.org/10.1101/492330	https://www.ncbi.nlm.nih.gov/pmc/PMC4669865	False		False			
https://doi.org/10.1101/684738	https://www.ncbi.nlm.nih.gov/pmc/PMC6978380	True		True			
https://doi.org/10.1101/577148	https://www.ncbi.nlm.nih.gov/pmc/PMC6657830	True		True			
https://doi.org/10.1101/325712	https://www.ncbi.nlm.nih.gov/pmc/PMC6530996	True		True			
https://doi.org/10.1101/765743	https://www.ncbi.nlm.nih.gov/pmc/PMC6435551	False		False			
https://doi.org/10.1101/753046	https://www.ncbi.nlm.nih.gov/pmc/PMC5079800	False		False			
https://doi.org/10.1101/477877	https://www.ncbi.nlm.nih.gov/pmc/PMC6010719	False		False			
https://doi.org/10.1101/190728	https://www.ncbi.nlm.nih.gov/pmc/PMC6092874	True		True			
https://doi.org/10.1101/182998	https://www.ncbi.nlm.nih.gov/pmc/PMC5788660	True		True			
https://doi.org/10.1101/332023	https://www.ncbi.nlm.nih.gov/pmc/PMC6345990	True		True			
https://doi.org/10.1101/261321	https://www.ncbi.nlm.nih.gov/pmc/PMC6357748	True		True			
https://doi.org/10.1101/514406	https://www.ncbi.nlm.nih.gov/pmc/PMC6925891	True		True			
https://doi.org/10.1101/425272	https://www.ncbi.nlm.nih.gov/pmc/PMC5342385	False	No Authors	False	odd one here on the preprint		
https://doi.org/10.1101/821124	https://www.ncbi.nlm.nih.gov/pmc/PMC6222362	False		False			
https://doi.org/10.1101/664516	https://www.ncbi.nlm.nih.gov/pmc/PMC5646813	False		False			
https://doi.org/10.1101/151464	https://www.ncbi.nlm.nih.gov/pmc/PMC5802320	True		True			
https://doi.org/10.1101/860130	https://www.ncbi.nlm.nih.gov/pmc/PMC4653333	False		False			
https://doi.org/10.1101/652511	https://www.ncbi.nlm.nih.gov/pmc/PMC3768959	False		False			
https://doi.org/10.1101/745562	https://www.ncbi.nlm.nih.gov/pmc/PMC6078317	False		False			
https://doi.org/10.1101/608133	https://www.ncbi.nlm.nih.gov/pmc/PMC6876890	True		True			
https://doi.org/10.1101/380659	https://www.ncbi.nlm.nih.gov/pmc/PMC6718663	True		True			
https://doi.org/10.1101/121012	https://www.ncbi.nlm.nih.gov/pmc/PMC3680438	False		False			
https://doi.org/10.1101/274522	https://www.ncbi.nlm.nih.gov/pmc/PMC6180652	True		True			
https://doi.org/10.1101/062844	https://www.ncbi.nlm.nih.gov/pmc/PMC6358928	False		False			
https://doi.org/10.1101/2020.01.14.905869	https://www.ncbi.nlm.nih.gov/pmc/PMC4570686	False		False			
https://doi.org/10.1101/491779	https://www.ncbi.nlm.nih.gov/pmc/PMC6739341	True		True			
https://doi.org/10.1101/015123	https://www.ncbi.nlm.nih.gov/pmc/PMC5564826	False		False			
https://doi.org/10.1101/591404	https://www.ncbi.nlm.nih.gov/pmc/PMC6880546	True		True			
https://doi.org/10.1101/026443	https://www.ncbi.nlm.nih.gov/pmc/PMC5850688	True		True	Fig 3 vs Fig 5 was what convinced me		
https://doi.org/10.1101/723015	https://www.ncbi.nlm.nih.gov/pmc/PMC6959988	True		True			
https://doi.org/10.1101/388280	https://www.ncbi.nlm.nih.gov/pmc/PMC6957234	True		True			
https://doi.org/10.1101/720219	https://www.ncbi.nlm.nih.gov/pmc/PMC6776352	True		True			
https://doi.org/10.1101/293985	https://www.ncbi.nlm.nih.gov/pmc/PMC4015774	False		False			
https://doi.org/10.1101/067850	https://www.ncbi.nlm.nih.gov/pmc/PMC5286425	True		True			
https://doi.org/10.1101/704718	https://www.ncbi.nlm.nih.gov/pmc/PMC3315705	False		False			
https://doi.org/10.1101/110031	https://www.ncbi.nlm.nih.gov/pmc/PMC5687760	True		True			
https://doi.org/10.1101/613281	https://www.ncbi.nlm.nih.gov/pmc/PMC6734240	True		True			
https://doi.org/10.1101/429159	https://www.ncbi.nlm.nih.gov/pmc/PMC6513847	True		True			
https://doi.org/10.1101/223289	https://www.ncbi.nlm.nih.gov/pmc/PMC6468682	False	PDF messed up	False			
https://doi.org/10.1101/157776	https://www.ncbi.nlm.nih.gov/pmc/PMC5786029	True		True			
https://doi.org/10.1101/475889	https://www.ncbi.nlm.nih.gov/pmc/PMC6917748	True		True			
https://doi.org/10.1101/369876	https://www.ncbi.nlm.nih.gov/pmc/PMC6548991	True		True			
https://doi.org/10.1101/073668	https://www.ncbi.nlm.nih.gov/pmc/PMC5310760	True		True			
https://doi.org/10.1101/772061	https://www.ncbi.nlm.nih.gov/pmc/PMC6321370	False		False			
https://doi.org/10.1101/614479	https://www.ncbi.nlm.nih.gov/pmc/PMC6829122	True		True			
https://doi.org/10.1101/078642	https://www.ncbi.nlm.nih.gov/pmc/PMC5408850	True		True			
https://doi.org/10.1101/680843	https://www.ncbi.nlm.nih.gov/pmc/PMC6661262	False		False			
https://doi.org/10.1101/821801	https://www.ncbi.nlm.nih.gov/pmc/PMC5403693	False		False			
https://doi.org/10.1101/231472	https://www.ncbi.nlm.nih.gov/pmc/PMC6105587	True		True			
https://doi.org/10.1101/247635	https://www.ncbi.nlm.nih.gov/pmc/PMC6170548	True		True			
https://doi.org/10.1101/734855	https://www.ncbi.nlm.nih.gov/pmc/PMC5344575	False		False			
https://doi.org/10.1101/494609	https://www.ncbi.nlm.nih.gov/pmc/PMC6871517	True		True			
https://doi.org/10.1101/283853	https://www.ncbi.nlm.nih.gov/pmc/PMC6224193	True		True			
https://doi.org/10.1101/797696	https://www.ncbi.nlm.nih.gov/pmc/PMC5102092	False		False			
https://doi.org/10.1101/620351	https://www.ncbi.nlm.nih.gov/pmc/PMC6200363	False		False			
https://doi.org/10.1101/703397	https://www.ncbi.nlm.nih.gov/pmc/PMC4123945	False		False			
https://doi.org/10.1101/313957	https://www.ncbi.nlm.nih.gov/pmc/PMC5663563	False		False			
https://doi.org/10.1101/141903	https://www.ncbi.nlm.nih.gov/pmc/PMC6053776	True		True			
https://doi.org/10.1101/489534	https://www.ncbi.nlm.nih.gov/pmc/PMC6640297	True		True			
https://doi.org/10.1101/495465	https://www.ncbi.nlm.nih.gov/pmc/PMC6450368	True		True			
https://doi.org/10.1101/015123	https://www.ncbi.nlm.nih.gov/pmc/PMC5346665	False		False			
https://doi.org/10.1101/680843	https://www.ncbi.nlm.nih.gov/pmc/PMC3261042	False		False			
https://doi.org/10.1101/530758	https://www.ncbi.nlm.nih.gov/pmc/PMC6663035	True		False		True	
https://doi.org/10.1101/287755	https://www.ncbi.nlm.nih.gov/pmc/PMC6213907	True		True			
https://doi.org/10.1101/680843	https://www.ncbi.nlm.nih.gov/pmc/PMC6019108	False		False			
https://doi.org/10.1101/532457	https://www.ncbi.nlm.nih.gov/pmc/PMC6942265	False		False			
https://doi.org/10.1101/807727	https://www.ncbi.nlm.nih.gov/pmc/PMC6957296	False		False			
https://doi.org/10.1101/504308	https://www.ncbi.nlm.nih.gov/pmc/PMC6928236	True		True			
https://doi.org/10.1101/691600	https://www.ncbi.nlm.nih.gov/pmc/PMC6952115	True		True			
https://doi.org/10.1101/734079	https://www.ncbi.nlm.nih.gov/pmc/PMC6908432	True		True			
https://doi.org/10.1101/666297	https://www.ncbi.nlm.nih.gov/pmc/PMC6751056	True		True			
https://doi.org/10.1101/172841	https://www.ncbi.nlm.nih.gov/pmc/PMC6033927	True	Bad loading link(fixed)	True	bioRxiv error (now fixed)		
https://doi.org/10.1101/069336	https://www.ncbi.nlm.nih.gov/pmc/PMC3985917	False		False			
https://doi.org/10.1101/531749	https://www.ncbi.nlm.nih.gov/pmc/PMC6721284	True		True			
https://doi.org/10.1101/765743	https://www.ncbi.nlm.nih.gov/pmc/PMC5386524	False		False			
https://doi.org/10.1101/362426	https://www.ncbi.nlm.nih.gov/pmc/PMC6680879	False		False			
https://doi.org/10.1101/187294	https://www.ncbi.nlm.nih.gov/pmc/PMC6325557	True		True			
https://doi.org/10.1101/333609	https://www.ncbi.nlm.nih.gov/pmc/PMC6756731	True		True			
https://doi.org/10.1101/384297	https://www.ncbi.nlm.nih.gov/pmc/PMC6317208	True		True			
https://doi.org/10.1101/055756	https://www.ncbi.nlm.nih.gov/pmc/PMC5210586	True		True			
https://doi.org/10.1101/581785	https://www.ncbi.nlm.nih.gov/pmc/PMC6615859	True		True			
https://doi.org/10.1101/142471	https://www.ncbi.nlm.nih.gov/pmc/PMC5815852	True		True			
