biorxiv_doi_url	pmcid_url	is_same_paper_1	comments_1	is_same_paper_2	comments_2	is_same_paper_3	comments_3
https://doi.org/10.1101/148494	https://www.ncbi.nlm.nih.gov/pmc/PMC6292624	True		True			
https://doi.org/10.1101/320200	https://www.ncbi.nlm.nih.gov/pmc/PMC6281320	True		True			
https://doi.org/10.1101/376665	https://www.ncbi.nlm.nih.gov/pmc/PMC6602326	True		True			
https://doi.org/10.1101/721621	https://www.ncbi.nlm.nih.gov/pmc/PMC6957298	True		True			
https://doi.org/10.1101/201160	https://www.ncbi.nlm.nih.gov/pmc/PMC6428895	True		True			
https://doi.org/10.1101/413450	https://www.ncbi.nlm.nih.gov/pmc/PMC2967545	True		False		False	
https://doi.org/10.1101/283275	https://www.ncbi.nlm.nih.gov/pmc/PMC6205808	True		True			
https://doi.org/10.1101/411736	https://www.ncbi.nlm.nih.gov/pmc/PMC6697328	True		True			
https://doi.org/10.1101/352427	https://www.ncbi.nlm.nih.gov/pmc/PMC6222586	True		True			
https://doi.org/10.1101/736231	https://www.ncbi.nlm.nih.gov/pmc/PMC6801956	True		True			
https://doi.org/10.1101/659490	https://www.ncbi.nlm.nih.gov/pmc/PMC4416928	False		False			
https://doi.org/10.1101/700468	https://www.ncbi.nlm.nih.gov/pmc/PMC6810669	True		True			
https://doi.org/10.1101/819557	https://www.ncbi.nlm.nih.gov/pmc/PMC2898686	False		False			
https://doi.org/10.1101/684670	https://www.ncbi.nlm.nih.gov/pmc/PMC6643387	False		False			
https://doi.org/10.1101/512731	https://www.ncbi.nlm.nih.gov/pmc/PMC6543943	False		False			
https://doi.org/10.1101/705905	https://www.ncbi.nlm.nih.gov/pmc/PMC6434864	False		False			
https://doi.org/10.1101/859504	https://www.ncbi.nlm.nih.gov/pmc/PMC5953555	False		False			
https://doi.org/10.1101/680967	https://www.ncbi.nlm.nih.gov/pmc/PMC5788627	False		False			
https://doi.org/10.1101/535591	https://www.ncbi.nlm.nih.gov/pmc/PMC3291967	False		False			
https://doi.org/10.1101/576561	https://www.ncbi.nlm.nih.gov/pmc/PMC6648340	True		True			
https://doi.org/10.1101/574996	https://www.ncbi.nlm.nih.gov/pmc/PMC6479003	True		True			
https://doi.org/10.1101/491092	https://www.ncbi.nlm.nih.gov/pmc/PMC6791559	True		True			
https://doi.org/10.1101/466102	https://www.ncbi.nlm.nih.gov/pmc/PMC6615641	True		True			
https://doi.org/10.1101/624577	https://www.ncbi.nlm.nih.gov/pmc/PMC6858807	True		True			
https://doi.org/10.1101/069591	https://www.ncbi.nlm.nih.gov/pmc/PMC5310915	True		True			
https://doi.org/10.1101/227181	https://www.ncbi.nlm.nih.gov/pmc/PMC4387527	False		False			
https://doi.org/10.1101/341420	https://www.ncbi.nlm.nih.gov/pmc/PMC2677886	False		False			
https://doi.org/10.1101/308601	https://www.ncbi.nlm.nih.gov/pmc/PMC6300616	True		True			
https://doi.org/10.1101/680843	https://www.ncbi.nlm.nih.gov/pmc/PMC4432233	False		False			
https://doi.org/10.1101/860130	https://www.ncbi.nlm.nih.gov/pmc/PMC6032149	False		False			
https://doi.org/10.1101/501650	https://www.ncbi.nlm.nih.gov/pmc/PMC6620828	True		True			
https://doi.org/10.1101/126672	https://www.ncbi.nlm.nih.gov/pmc/PMC5712619	True		True			
https://doi.org/10.1101/663245	https://www.ncbi.nlm.nih.gov/pmc/PMC6131838	False		False			
https://doi.org/10.1101/530741	https://www.ncbi.nlm.nih.gov/pmc/PMC4898710	False		False			
https://doi.org/10.1101/850776	https://www.ncbi.nlm.nih.gov/pmc/PMC2615083	False		False			
https://doi.org/10.1101/684910	https://www.ncbi.nlm.nih.gov/pmc/PMC6877087	True		True			
https://doi.org/10.1101/260240	https://www.ncbi.nlm.nih.gov/pmc/PMC6351104	True		True			
https://doi.org/10.1101/776930	https://www.ncbi.nlm.nih.gov/pmc/PMC6210049	True		False		False	
https://doi.org/10.1101/096271	https://www.ncbi.nlm.nih.gov/pmc/PMC6149031	False		False			
https://doi.org/10.1101/295543	https://www.ncbi.nlm.nih.gov/pmc/PMC6231766	True		True			
https://doi.org/10.1101/784959	https://www.ncbi.nlm.nih.gov/pmc/PMC5688753	False		False			
https://doi.org/10.1101/677856	https://www.ncbi.nlm.nih.gov/pmc/PMC4710743	False		False			
https://doi.org/10.1101/2020.01.13.905521	https://www.ncbi.nlm.nih.gov/pmc/PMC5768352	False		False			
https://doi.org/10.1101/376533	https://www.ncbi.nlm.nih.gov/pmc/PMC4140668	False		False			
https://doi.org/10.1101/233015	https://www.ncbi.nlm.nih.gov/pmc/PMC5871743	True		True			
https://doi.org/10.1101/179267	https://www.ncbi.nlm.nih.gov/pmc/PMC6562942	True		True			
https://doi.org/10.1101/644856	https://www.ncbi.nlm.nih.gov/pmc/PMC6918075	True		True			
https://doi.org/10.1101/792341	https://www.ncbi.nlm.nih.gov/pmc/PMC6952187	True		True			
https://doi.org/10.1101/305482	https://www.ncbi.nlm.nih.gov/pmc/PMC6281428	True		True			
https://doi.org/10.1101/2020.01.13.905521	https://www.ncbi.nlm.nih.gov/pmc/PMC4171638	False		True		False	
https://doi.org/10.1101/548222	https://www.ncbi.nlm.nih.gov/pmc/PMC6813254	True		True			
https://doi.org/10.1101/201343	https://www.ncbi.nlm.nih.gov/pmc/PMC4572532	False		False			
https://doi.org/10.1101/701383	https://www.ncbi.nlm.nih.gov/pmc/PMC4575059	False		False			
https://doi.org/10.1101/352963	https://www.ncbi.nlm.nih.gov/pmc/PMC6116183	False		True		True	
https://doi.org/10.1101/528307	https://www.ncbi.nlm.nih.gov/pmc/PMC6906741	True		True			
https://doi.org/10.1101/562975	https://www.ncbi.nlm.nih.gov/pmc/PMC6969417	True		True			
https://doi.org/10.1101/350678	https://www.ncbi.nlm.nih.gov/pmc/PMC5008364	False		False			
https://doi.org/10.1101/716134	https://www.ncbi.nlm.nih.gov/pmc/PMC3812281	False		False			
https://doi.org/10.1101/513002	https://www.ncbi.nlm.nih.gov/pmc/PMC3899703	False		False			
https://doi.org/10.1101/810440	https://www.ncbi.nlm.nih.gov/pmc/PMC6617189	False		False			
https://doi.org/10.1101/366674	https://www.ncbi.nlm.nih.gov/pmc/PMC6683577	True		True			
https://doi.org/10.1101/237107	https://www.ncbi.nlm.nih.gov/pmc/PMC6631443	True		True			
https://doi.org/10.1101/627109	https://www.ncbi.nlm.nih.gov/pmc/PMC3754962	False		False			
https://doi.org/10.1101/629980	https://www.ncbi.nlm.nih.gov/pmc/PMC6963503	True		True			
https://doi.org/10.1101/422212	https://www.ncbi.nlm.nih.gov/pmc/PMC6324882	True		True			
https://doi.org/10.1101/732420	https://www.ncbi.nlm.nih.gov/pmc/PMC6881298	True		True			
https://doi.org/10.1101/134056	https://www.ncbi.nlm.nih.gov/pmc/PMC5303331	False		False	These are super similar thoughÉ hard to say for sure that the preprint isn't the prior version of the published paper. I ended up going with not a match due to incomplete overlap in author lists + differences in the sample set.		
https://doi.org/10.1101/547687	https://www.ncbi.nlm.nih.gov/pmc/PMC6786870	True		True			
https://doi.org/10.1101/428243	https://www.ncbi.nlm.nih.gov/pmc/PMC6801134	True		True			
https://doi.org/10.1101/412346	https://www.ncbi.nlm.nih.gov/pmc/PMC6444521	True		True			
https://doi.org/10.1101/287672	https://www.ncbi.nlm.nih.gov/pmc/PMC6147681	True		True			
https://doi.org/10.1101/009100	https://www.ncbi.nlm.nih.gov/pmc/PMC4552029	True		True			
https://doi.org/10.1101/657486	https://www.ncbi.nlm.nih.gov/pmc/PMC6971292	True		True			
https://doi.org/10.1101/202986	https://www.ncbi.nlm.nih.gov/pmc/PMC5319032	False		False			
https://doi.org/10.1101/573683	https://www.ncbi.nlm.nih.gov/pmc/PMC6797479	True		True			
https://doi.org/10.1101/840579	https://www.ncbi.nlm.nih.gov/pmc/PMC6958766	False		False	these are very similar topics by different authors!		
https://doi.org/10.1101/513002	https://www.ncbi.nlm.nih.gov/pmc/PMC3545240	True		False		False	
https://doi.org/10.1101/539791	https://www.ncbi.nlm.nih.gov/pmc/PMC6920352	True		True			
https://doi.org/10.1101/218370	https://www.ncbi.nlm.nih.gov/pmc/PMC6180488	True		True			
https://doi.org/10.1101/692251	https://www.ncbi.nlm.nih.gov/pmc/PMC3037662	False		False			
https://doi.org/10.1101/754226	https://www.ncbi.nlm.nih.gov/pmc/PMC6936144	True		True			
https://doi.org/10.1101/669465	https://www.ncbi.nlm.nih.gov/pmc/PMC6925257	True		True			
https://doi.org/10.1101/361964	https://www.ncbi.nlm.nih.gov/pmc/PMC6627136	False		False			
https://doi.org/10.1101/524124	https://www.ncbi.nlm.nih.gov/pmc/PMC6679413	True		True			
https://doi.org/10.1101/321265	https://www.ncbi.nlm.nih.gov/pmc/PMC6257813	True		True			
https://doi.org/10.1101/680843	https://www.ncbi.nlm.nih.gov/pmc/PMC6379322	True		False		False	
https://doi.org/10.1101/837385	https://www.ncbi.nlm.nih.gov/pmc/PMC6163539	False		False			
https://doi.org/10.1101/106393	https://www.ncbi.nlm.nih.gov/pmc/PMC4141799	False		False			
https://doi.org/10.1101/787119	https://www.ncbi.nlm.nih.gov/pmc/PMC5794462	False		False			
https://doi.org/10.1101/492330	https://www.ncbi.nlm.nih.gov/pmc/PMC5656197	False		False			
https://doi.org/10.1101/447433	https://www.ncbi.nlm.nih.gov/pmc/PMC6579541	True		True			
https://doi.org/10.1101/191544	https://www.ncbi.nlm.nih.gov/pmc/PMC6219562	True		True			
https://doi.org/10.1101/660837	https://www.ncbi.nlm.nih.gov/pmc/PMC6709600	False		False			
https://doi.org/10.1101/043471	https://www.ncbi.nlm.nih.gov/pmc/PMC5035412	True		True			
https://doi.org/10.1101/604181	https://www.ncbi.nlm.nih.gov/pmc/PMC6947807	True		True			
https://doi.org/10.1101/432195	https://www.ncbi.nlm.nih.gov/pmc/PMC6478374	True		True			
https://doi.org/10.1101/599688	https://www.ncbi.nlm.nih.gov/pmc/PMC6657811	True		True			
https://doi.org/10.1101/347021	https://www.ncbi.nlm.nih.gov/pmc/PMC6234284	True		True			
https://doi.org/10.1101/293662	https://www.ncbi.nlm.nih.gov/pmc/PMC6258530	True		True			
https://doi.org/10.1101/161877	https://www.ncbi.nlm.nih.gov/pmc/PMC6211453	True		True			
https://doi.org/10.1101/475244	https://www.ncbi.nlm.nih.gov/pmc/PMC6721383	True		True			
https://doi.org/10.1101/575761	https://www.ncbi.nlm.nih.gov/pmc/PMC6664724	True		True			
https://doi.org/10.1101/2020.01.07.897132	https://www.ncbi.nlm.nih.gov/pmc/PMC5391200	False		False			
https://doi.org/10.1101/335638	https://www.ncbi.nlm.nih.gov/pmc/PMC6478270	True		True			
https://doi.org/10.1101/088633	https://www.ncbi.nlm.nih.gov/pmc/PMC6406291	True		True			
https://doi.org/10.1101/598847	https://www.ncbi.nlm.nih.gov/pmc/PMC6776432	False		False			
https://doi.org/10.1101/443663	https://www.ncbi.nlm.nih.gov/pmc/PMC5355122	False		False			
https://doi.org/10.1101/658880	https://www.ncbi.nlm.nih.gov/pmc/PMC6963198	True		True			
https://doi.org/10.1101/499186	https://www.ncbi.nlm.nih.gov/pmc/PMC6337709	False		False			
https://doi.org/10.1101/074450	https://www.ncbi.nlm.nih.gov/pmc/PMC5776756	False		True		True	Could ask Casey Brown if we're really unsure
https://doi.org/10.1101/018069	https://www.ncbi.nlm.nih.gov/pmc/PMC2577700	False		False			
https://doi.org/10.1101/261412	https://www.ncbi.nlm.nih.gov/pmc/PMC6191699	True		True			
https://doi.org/10.1101/145441	https://www.ncbi.nlm.nih.gov/pmc/PMC6204345	False		False			
