"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"The Korean Balance Society (ID 9253)","The Korean Balance Society10.21790","open","45","58","true","true"
"The Korean Child Neurology Society (ID 11360)","The Korean Child Neurology Society10.26815","open","181","93","true","true"
"The Korean College of Clinical Pharmacy (ID 10403)","The Korean College of Clinical Pharmacy10.24304","open","36","82","true","true"
"The Korean Dysphagia Society (ID 20125)","The Korean Dysphagia Society10.34160","open","74","52","true","true"
"The Korean Electrochemical Society - English Journal (ID 19845)","The Korean Electrochemical Society - English Journal10.33961","open","208","78","true","true"
"The Korean Geriatrics Society (ID 2749)","The Korean Geriatrics Society10.4235","open","301","92","true","true"
"The Korean Glaucoma Society (ID 22137)","The Korean Glaucoma Society10.36299","open","24","18","false","true"
"The Korean Home Economics Association (ID 4112)","The Korean Home Economics Association10.6115","open","640","104","true","true"
"The Korean Institute of Metals and Materials (ID 1932)","The Korean Institute of Metals and Materials10.3365","open","1137","280","false","true"
"The Korean Knee Society (ID 3797)","The Korean Knee Society10.5792","open","20","0","true","false"
"The Korean Movement Disorder Society (ID 5803)","The Korean Movement Disorder Society10.14802","open","202","87","true","true"
"The Korean Research Association For The Business Education (ID 20304)","The Korean Research Association For The Business Education10.34274","open","0","108","false","true"
"The Korean Retina Society (ID 9015)","The Korean Retina Society10.21561","open","37","40","true","true"
"The Korean School Mathematics Society (ID 12261)","The Korean School Mathematics Society10.30807","open","0","47","false","true"
"The Korean Society for Aviation and Aeronautics (ID 5139)","The Korean Society for Aviation and Aeronautics10.12985","open","250","73","true","true"
"The Korean Society for Biomedical Laboratory Sciences (ID 6248)","The Korean Society for Biomedical Laboratory Sciences10.15616","open","140","121","true","true"
"The Korean Society for Brain and Neural Science (ID 3568)","The Korean Society for Brain and Neural Science10.5607","open","305","126","true","true"
"The Korean Society for Clinical Laboratory Science (ID 5978)","The Korean Society for Clinical Laboratory Science10.15324","open","199","141","true","true"
"The Korean Society for Developmental Psychology (ID 21191)","The Korean Society for Developmental Psychology10.35574","open","0","39","false","true"
"The Korean Society for Eco Early Childhood Education and Care (ID 12210)","The Korean Society for Eco Early Childhood Education and Care10.30761","open","0","85","false","true"
"The Korean Society for Laser Medicine and Surgery (ID 10914)","The Korean Society for Laser Medicine and Surgery10.25289","open","106","42","true","true"
"The Korean Society For Medical Ethics (ID 20624)","The Korean Society For Medical Ethics10.35301","open","257","35","true","true"
"The Korean Society for Microsurgery (ID 6223)","The Korean Society for Microsurgery10.15596","open","69","0","true","false"
"The Korean Society for Phlebology (ID 24961)","The Korean Society for Phlebology10.37923","open","0","3","false","true"
"The Korean Society for Plant Biotechnology (ID 2921)","The Korean Society for Plant Biotechnology10.5010","open","787","103","true","true"
"The Korean Society for Reproductive Medicine (ID 3624)","The Korean Society for Reproductive Medicine10.5653","open","237","82","true","true"
"The Korean Society for Research on Nicotine and Tobacco (ID 10691)","The Korean Society for Research on Nicotine and Tobacco10.25055","open","82","28","true","true"
"The Korean Society for Sociology of Education (ID 17603)","The Korean Society for Sociology of Education10.32465","open","280","42","true","true"
"The Korean Society For The Study Of Environmental Philosophy (ID 20384)","The Korean Society For The Study Of Environmental Philosophy10.35146","open","135","15","true","true"
"The Korean Society for Vascular Surgery (ID 3737)","The Korean Society for Vascular Surgery10.5758","open","197","79","true","true"
"The Korean Society of Anesthesiologists (ID 2573)","The Korean Society of Anesthesiologists10.4097","open","8380","274","true","true"
"The Korean Society of Applied Pharmacology (ID 2506)","The Korean Society of Applied Pharmacology10.4062","open","778","194","true","true"
"The Korean Society of Art and Media (ID 22731)","The Korean Society of Art and Media10.36726","open","275","39","true","true"
"The Korean Society of Blood Transfusion (ID 7308)","The Korean Society of Blood Transfusion10.17945","open","94","66","true","true"
"The Korean Society of Conservation Science for Cultural Heritage (ID 4920)","The Korean Society of Conservation Science for Cultural Heritage10.12654","open","276","134","true","true"
"The Korean Society of Critical Care Medicine (ID 2790)","The Korean Society of Critical Care Medicine10.4266","open","527","122","true","true"
"The Korean Society of Dental Hygiene Science (ID 6754)","The Korean Society of Dental Hygiene Science10.17135","open","280","89","true","true"
"The Korean Society of Emergency Medicine (ID 6106)","Korean Society of Emergency Medicine10.15441","open","157","109","true","true"
"The Korean Society of Endoscopic and Laproscopic Surgeons (ID 4428)","The Korean Society of Endoscopic and Laproscopic Surgeon10.7602","open","159","84","true","true"
"The Korean Society of Environmental Health and Toxicology (ID 3578)","The Korean Society of Environmental Health and Toxicology10.5620","open","159","38","true","true"
"The Korean Society of Food Preservation (ID 4770)","The Korean Society of Food Preservation10.11002","open","927","233","true","true"
"The Korean Society of Gastrointestinal Endoscopy (ID 3961)","The Korean Society of Gastrointestinal Endoscopy10.5946","open","698","334","true","true"
"The Korean Society of Health Informatics and Statistics (ID 8581)","The Korean Society of Health Informatics and Statistics10.21032","open","94","103","true","true"
"The Korean Society of Health-System Pharmacists (ID 17562)","The Korean Society of Health-System Pharmacists10.32429","open","253","59","true","true"
"The Korean Society of Legal History (ID 16996)","The Korean Society of Legal History10.31778","open","141","37","true","true"
"The Korean Society of Maternal and Child Health (ID 9359)","The Korean Society of Maternal and Child Health10.21896","open","248","65","true","true"
"The Korean Society of Mineral and Energy Resources Engineers (ID 17381)","The Korean Society of Mineral and Energy Resources Engineers10.32390","open","344","144","true","true"
"The Korean Society of Neonatology (ID 3334)","The Korean Society of Neonatology10.5385","open","325","82","true","true"
"The Korean Society of Nephrology (ID 9960)","The Korean Society of Nephrology10.23876","open","52","153","true","true"
"The Korean Society of Neurogastroenterology and Motility (ID 2998)","The Korean Society of Neurogastroenterology and Motility (KAMJE)10.5056","open","711","196","true","true"
"The Korean Society of Ocean Engineers (ID 11291)","The Korean Society of Ocean Engineers10.26748","open","23","164","true","true"
"The Korean Society of Pathologists and The Korean Society for Cytopathology (ID 2611)","The Korean Society of Pathologists and The Korean Society for Cytopathology10.4132","open","870","175","true","true"
"The Korean Society of Pediatric Hematology-Oncology (ID 5922)","The Korean Society of Pediatric Hematology-Oncology10.15264","open","115","58","true","true"
"The Korean Society of Phycology (ID 2887)","The Korean Society of Phycology10.4490","open","550","61","true","true"
"The Korean Society of Physical Medicine (ID 5198)","The Korean Society of Physical Medicine10.13066","open","371","164","true","true"
"The Korean Society of Physical Therapy (ID 8057)","The Korean Society of Physical Therapy10.18857","open","190","124","true","true"
"The Korean Society of Plant Taxonomists (ID 4781)","The Korean Society of Plant Taxonomists10.11110","open","1019","74","true","true"
"The Korean Society of Property Law (ID 20395)","The Korean Society of Property Law10.35142","open","0","57","false","true"
"The Korean Society of Pure Land Buddhism (ID 20618)","The Korean Society of Pure Land Buddhism10.35299","open","0","33","false","true"
"The Korean Society of Surgical Metabolism and Nutrition (ID 8059)","The Korean Society of Surgical Metabolism and Nutrition10.18858","open","21","22","true","true"
"The Korean Society of Toxicology (ID 3449)","The Korean Society of Toxicology10.5487","open","459","85","true","true"
"The Korean Society of Traumatology (ID 8308)","The Korean Society of Traumatology10.20408","open","136","88","true","true"
"The Korean Society on Thrombosis and Hemostasis (ID 5448)","The Korean Society on Thrombosis and Hemostasis10.14345","open","30","8","true","true"
"The Korean Spinal Neurosurgery Society (ID 5355)","The Korean Spinal Neurosurgery Society (KAMJE)10.14245","open","373","227","true","true"
"The Korean Studies Institute (ID 21923)","The Korean Studies Institute10.36093","open","374","80","true","true"
"The Korean Vacuum Society (ID 3738)","The Korean Vacuum Society10.5757","open","680","104","true","true"
"The Musicological Society Of Korea - NRFK (ID 20339)","The Musicological Society Of Korea - NRFK10.34303","open","102","15","true","true"
"The National Academy of Pediatric Science and Innovation (ID 8949)","The National Academy of Pediatric Science and Innovation10.21508","open","257","321","false","true"
"The National and University Library of Iceland (ID 12789)","The National and University Library of Iceland10.33112","open","114","279","false","true"
"The National School of Judges of Ukraine (ID 24449)","The National School of Judges of Ukraine10.37566","open","0","21","false","true"
"The Natural Science Institute Wonkwang University (ID 12405)","The Natural Science Institute Wonkwang University10.30948","open","82","97","true","true"
"The Open Journal (ID 8722)","The Open Journal10.21105","open","198","758","true","true"
"The Optical Society (ID 285)","The Optical Society10.1364","open","260716","36451","true","true"
"The Oral Biology Research Institute at Chosum University (ID 9629)","The Oral Biology Research Institute at Chosum University10.21851","open","189","95","true","true"
"The Public Association of Belorussian Stomatologists (ID 18207)","The Public Association of Belorussian Stomatologists10.32993","open","6","73","true","true"
"The Quantitative Methods for Psychology (ID 8547)","The Quantitative Methods for Psychology10.20982","open","159","59","true","true"
"The Research Center of the Slovenian Academy of Sciences and Arts / Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti (ZRC SAZU) (ID 2363)","The Research Center of the Slovenian Academy of Sciences and Arts / Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti (ZRC SAZU)10.3986","open","2738","738","true","true"
"The Research Institute of Advanced Engineering Technology - Chosun University (ID 20564)","The Research Institute of Advanced Engineering Technology - Chosun University10.35272","open","123","60","true","true"
"The Royal Society (ID 175)","The Royal Society10.1098","open","84878","8025","true","true"
"The Russian Academy of Sciences (ID 17106)","The Russian Academy of Sciences10.31857","open","1283","12620","true","true"
"The Russian Presidential Academy of National Economy and Public Administration (ID 9677)","The Russian Presidential Academy of National Economy and Public Administration10.22394","open","1746","2817","true","true"
"The Scientific and Practical Society of Emergency Medicine Physicians (ID 10021)","The Scientific and Practical Society of Emergency Medicine Physicians10.23934","open","61","101","false","true"
"The Sejong Institute (ID 20867)","The Sejong Institute10.35390","open","137","48","true","true"
"The Society For Korean Philosophical History (ID 21091)","The Society For Korean Philosophical History10.35504","open","406","97","true","true"
"The Society of Internal Korean Medicine (ID 9504)","The Society of Internal Korean Medicine10.22246","open","168","251","true","true"
"The Society of Korean Literary Studies (ID 20909)","The Society of Korean Literary Studies10.35419","open","432","50","true","true"
"The Society of Korean Medicine (ID 5193)","The Society of Korean Medicine10.13048","open","210","98","true","true"
"The Society of Korean Medicine Rehabilitation (ID 7658)","The Society of Korean Medicine Rehabilitation10.18325","open","157","123","true","true"
"The Society Of Korean Modern Literrary Criticism (ID 21558)","The Society Of Korean Modern Literrary Criticism10.35832","open","402","65","true","true"
"The State Enterprise - The State Road Transport Research Institute - SE SRTRI (ID 19689)","The State Enterprise - The State Road Transport Research Institute - SE SRTRI10.33868","open","0","54","false","true"
"The University of the South Pacific (ID 18585)","Faculty of Arts Law and Education10.35743","open","0","12","false","true"
"The University of the South Pacific (ID 18585)","The University of the South Pacific10.33318","open","0","12","false","true"
"Theological Thought Institute (ID 21604)","Theological Thought Institute10.35858","open","362","112","true","true"
"Thomas Telford Ltd. (ID 735)","Thomas Telford Ltd.10.1680","open","54978","5399","true","true"
"TIRAZH Publishing House (ID 7731)","TIRAZH Publishing House10.18481","open","361","224","true","true"
"Tomsk Cancer Research Institute (ID 8796)","Tomsk Cancer Research Institute10.21294","open","188","232","false","true"
"Tomsk State University of Architecture and Building (ID 16826)","Tomsk State University of Architecture and Building10.31675","open","0","220","false","true"
"Toplum ve Sosyal Hizmet (ID 19050)","Toplum ve Sosyal Hizmet10.33417","open","0","90","false","true"
"Toprak Bilimi ve Bitki Besleme Dergisi (ID 19031)","Toprak Bilimi ve Bitki Besleme Dergisi10.33409","open","0","20","false","true"
"Tottori University Faculty of Medicine (ID 18656)","Tottori University Faculty of Medicine10.33160","open","30","100","true","true"
"Touch Medical Media, Ltd. (ID 7274)","Touch Medical Media LTD.10.17925","open","3187","360","true","true"
"Towarzystwo Naukowe Organizacji i Kierownictwa (ID 18474)","Towarzystwo Naukowe Organizacji i Kierownictwa10.33141","open","2808","179","false","true"
"TP National Information Satellite System (ID 11274)","TP National Information Satellite System10.26732","open","12","67","false","true"
"Trabzon Ilahiyat Dergisi (ID 19512)","Trabzon Ilahiyat Dergisi10.33718","open","0","18","false","true"
"Trafik ve Ulasim Arastirmalari Dergisi (ID 25042)","Trafik ve Ulasim Arastirmalari Dergisi10.38002","open","0","16","false","true"
"Trakya Universitesi Edebiyat Fakultesi Dergisi (ID 18737)","Trakya Universitesi Edebiyat Fakultesi Dergisi10.33207","open","0","57","false","true"
"Trans Tech Publications, Ltd. (ID 2457)","Trans Tech Publications, Ltd.10.4028","open","372545","13303","true","true"
"Transcript Verlag (ID 5471)","Transcript Verlag10.14361","open","17282","16838","true","true"
"TU1208 GPR Association (ID 19467)","TU1208 GPR Association10.26376","open","0","5","false","true"
"Turist Rehberligi Dergisi (ID 20025)","Turist Rehberligi Dergisi10.34090","open","0","20","false","true"
"Turk Tarim ve Doga Bilimleri Dergisi (ID 12363)","Turk Tarim ve Doga Bilimleri Dergisi10.30910","open","2","244","true","true"
"Turkish Academic Research Review (ID 12075)","Turkish Academic Research Review10.30622","open","24","55","true","true"
"Turkish Computational and Theoretical Chemistry (ID 19061)","Turkish Computational and Theoretical Chemistry10.33435","open","0","19","false","true"
"Turkish Journal of Biodiversity, Artvin Coruh University (ID 25150)","Turkish Journal of Biodiversity, Artvin Coruh University10.38059","open","0","21","false","true"
"Turkish Journal of Educational Studies (ID 19763)","Turkish Journal of Educational Studies10.33907","open","0","37","false","true"
"Turkish Journal of Engineering (ID 16017)","Turkish Journal of Engineering10.31127","open","14","96","true","true"
"Turkish Journal of Forecasting (ID 20057)","Turkish Journal of Forecasting10.34110","open","0","7","false","true"
"Turkish Journal of Forest Science (ID 17362)","Turkish Journal of Forest Science10.32328","open","15","42","true","true"
"Turkish Journal of Internal Medicine (ID 25527)","Turkish Journal of Internal Medicine10.46310","open","0","14","false","true"
"Turkish Journal of Kinesiology (ID 16510)","Turkish Journal of Kinesiology10.31459","open","0","48","false","true"
"Turkish Journal of Water Science and Management (ID 17038)","Turkish Journal of Water Science and Management10.31807","open","12","24","true","true"
"Turkish Online Journal of English Language Teaching (ID 18363)","Turkish Online Journal of English Language Teaching10.32959","open","13","0","true","false"
"Turkish Society for Geomorphology (ID 25728)","Turkish Society for Geomorphology10.46453","open","0","1","false","true"
"Turkiye Biyolojik Mucadele Dergisi (ID 15950)","Turkiye Biyolojik Mucadele Dergisi10.31019","open","0","23","false","true"
"Turkiye Ilahiyat Arastirmalari Dergisi (ID 17951)","Turkiye Ilahiyat Arastirmalari Dergisi10.32711","open","10","24","true","true"
"Turkiye Jeoloji Bulteni (ID 10918)","Turkiye Jeoloji Bulteni10.25288","open","70","50","true","true"
"Tyumen Scientific Center of the SB RAS (ID 8461)","Tyumen Scientific Center of the SB RAS10.20874","open","136","168","false","true"
"Tyumen State University (ID 9144)","Tyumen State University10.21684","open","634","636","true","true"
"U.S. Global Change Research Program (ID 16638)","U.S. Global Change Research Program10.7930","open","107","72","false","true"
"Ubiquity Press, Ltd. (ID 3285)","Ubiquity Press, Ltd.10.5334","open","17044","4621","true","true"
"Ubiquity Press, Ltd. (ID 3285)","UKSG10.1629","open","17044","4621","true","true"
"UCL Press (ID 5433)","UCL Press10.14324","open","2192","742","true","true"
"UCLA Asian American Studies Center (ID 22594)","UCLA Asian American Studies Center10.36650","open","260","11","true","true"
"Ufa State Petroleum Technological University (ID 6654)","Ufa State Petroleum Technological University10.17122","open","643","869","true","true"
"UiT The Arctic University of Norway (ID 4421)","UiT The Arctic University of Norway10.7557","open","3710","797","false","true"
"Ukrainian Association of Religion Researchers (ID 17265)","Ukrainian Association of Religion Researchers10.32420","open","1751","141","false","true"
"Ukrainian Institute for Plant Variety Examination (ID 8941)","Ukrainian Institute for Plant Variety Examination10.21498","open","685","123","false","true"
"Ukrainian National Forestry University (ID 23026)","Ukrainian National Forestry University10.36930","open","1030","661","false","true"
"Ukrainian State Engineering Pedagogical Academy (ID 18150)","Ukrainian State Engineering Pedagogical Academy10.32820","open","54","174","false","true"
"Ukrmetallurginform STA Ltd (ID 17736)","Ukrmetallurginform STA Ltd10.33101","open","0","54","false","true"
"Uludag Aricilik Dergisi (ID 16530)","Uludag Aricilik Dergisi10.31467","open","46","39","true","true"
"Uludag Universitesi Tip Fakultesi Dergisi (ID 17957)","Uludag Universitesi Tip Fakultesi Dergisi10.32708","open","0","116","false","true"
"Uludag Universitesi Veteriner Fakultesi Dergisi (ID 12238)","Uludag Universitesi Veteriner Fakultesi Dergisi10.30782","open","62","54","true","true"
"Ulusal Egitim Akademisi Dergisi (ID 18362)","Ulusal Egitim Akademisi Dergisi10.32960","open","0","20","false","true"
"Ulusal Spor Bilimleri Dergisi (ID 12219)","Ulusal Spor Bilimleri Dergisi10.30769","open","11","25","true","true"
"Uluslararasi Dil, Edebiyat ve Kultur Arastirmalari Dergisi (ID 25049)","Uluslararasi Dil, Edebiyat ve Kultur Arastirmalari Dergisi10.37999","open","0","13","false","true"
"Uluslararasi Iliskiler Dergisi (ID 19119)","Uluslararasi Iliskiler Dergisi10.33458","open","138","107","true","true"
"Uluslararasi Insan Bilimleri Dergisi (ID 5786)","Uluslararasi Insan Bilimleri Dergisi10.14687","open","1221","373","false","true"
"Uluslararasi Insan Calismalari Dergisi (ID 20504)","Uluslararasi Insan Calismalari Dergisi10.35235","open","0","53","false","true"
"Uluslararasi Ticaret ve Ekonomi Arastirmalari Dergisi (ID 12166)","Uluslararasi Ticaret ve Ekonomi Arastirmalari Dergisi10.30711","open","13","11","true","true"
"Uluslararasi Turk Lehce Arastirmalari Dergisi (ID 12018)","Uluslararasi Turk Lehce Arastirmalari Dergisi10.30563","open","33","80","true","true"
"Uluslararasi Yonetim Akademisi Dergisi (ID 19505)","Uluslararasi Yonetim Akademisi Dergisi10.33712","open","0","62","false","true"
"Uluslararasi Yonetim Bilisim Sistemleri ve Bilgisayar Bilimleri Dergisi (ID 19116)","Uluslararasi Yonetim Bilisim Sistemleri ve Bilgisayar Bilimleri Dergisi10.33461","open","0","10","false","true"
"Ulyanovsk State University (ID 19925)","Ulyanovsk State University10.34014","open","0","74","false","true"
"United Institute of Informatics Problems of the National Academy of Sciences of Belarus (ID 24580)","United Institute of Informatics Problems of the National Academy of Sciences of Belarus10.37661","open","0","10","false","true"
"Universal Journal of Mathematics and Applications (ID 17360)","Universal Journal of Mathematics and Applications10.32323","open","0","78","false","true"
"Universe Publishing Group - UniversePG (ID 19981)","Universe Publishing Group - UniversePG10.34104","open","0","70","false","true"
"Universidad Andina Simon Bolivar (ID 17483)","Universidad Andina Simon Bolivar10.32719","open","33","140","false","true"
"Universidad Autonoma de Bucaramanga (ID 11929)","Universidad Autonoma de Bucaramanga10.29375","open","384","239","true","true"
"Universidad Autonoma de Yucatan Facultad de Economia (ID 19531)","Universidad Autonoma de Yucatan Facultad de Economia10.33937","open","71","20","false","true"
"Universidad Autonoma del Estado de Mexico (ID 12322)","Universidad Autonoma del Estado de Mexico10.30878","open","34","81","true","true"
"Universidad Autonoma Latinoamericana (ID 10240)","Universidad Autonoma Latinoamericana10.24142","open","251","77","true","true"
"Universidad Catolica de Pereira (ID 17200)","Universidad Catolica de Pereira10.31908","open","55","62","true","true"
"Universidad Catolica Luis Amigo (ID 8947)","Universidad Catolica Luis Amigo10.21501","open","789","383","false","true"
"Universidad Central - Colombia (ID 12034)","Universidad Central - Colombia10.30578","open","86","67","true","true"
"Universidad de Alicante Servicio de Publicaciones (ID 5330)","Publicaciones Universidad de Alicante10.14198","open","10641","2095","true","false"
"Universidad de Boyaca (ID 10365)","Universidad de Boyaca10.24267","open","190","49","false","true"
"Universidad de Cundinamarca (ID 22319)","Universidad de Cundinamarca10.36436","open","0","32","false","true"
"Universidad de Guadalajara (ID 17576)","Universidad de Guadalajara10.32870","open","1218","951","true","true"
"Universidad de Ibague (ID 21195)","Universidad de Ibague10.35707","open","10","62","false","true"
"Universidad de Investigacion y Desarrollo (ID 18702)","Universidad de Investigacion y Desarrollo10.33304","open","97","57","false","true"
"Universidad de la Sabana (ID 3246)","Universidad de la Sabana10.5294","open","1323","424","true","true"
"Universidad de La Salle (ID 8116)","Universidad de La Salle10.19052","open","863","295","true","true"
"Universidad de las Artes y Ciencias de la Comunicacion - UNIACC (ID 17380)","Universidad de las Artes y Ciencias de la Comunicacion - UNIACC10.33264","open","0","34","false","true"
"Universidad de los Llanos (ID 9868)","Universidad de los Llanos10.22579","open","417","121","true","true"
"Universidad de Medellin (ID 9688)","Universidad de Medellin10.22395","open","591","287","true","true"
"Universidad de San Buenaventura (ID 8948)","Universidad de San Buenaventura10.21500","open","1411","329","true","true"
"Universidad de Santander - UDES (ID 6285)","Universidad de Santander - UDES10.15649","open","325","211","false","true"
"Universidad del Magdalena (ID 9134)","Universidad del Magdalena10.21676","open","324","253","false","true"
"Universidad Distrital Francisco Jose de Caldas (ID 5604)","Universidad Distrital Francisco Jose de Caldas10.14483","open","2174","627","true","true"
"Universidad Fidelitas (ID 25511)","Universidad Fidelitas10.46450","open","12","6","true","false"
"Universidad Francisco de Paula Santander (ID 9750)","Universidad Francisco de Paula Santander10.22463","open","333","188","true","true"
"Universidad Icesi (ID 7461)","Universidad Icesi10.18046","open","1386","323","true","false"
"Universidad Militar Nueva Granada (ID 7888)","Universidad Militar Nueva Granada10.18359","open","1591","255","true","true"
"Universidad Nacional Abierta y a Distancia (ID 9784)","Universidad Nacional Abierta y a Distancia10.22490","open","1123","289","false","true"
"Universidad Nacional Autonoma de Mexico (ID 9467)","Universidad Nacional Autonoma de Mexico10.37568","open","32666","6686","true","true"
"Universidad Nacional Autonoma de Mexico (ID 9467)","Universidad Nacional Autonoma de Mexico10.22201","open","32666","6686","true","true"
"Universidad Nacional de Entre Rios (ID 18683)","Universidad Nacional de Entre Rios10.33255","open","0","64","false","true"
"Universidad Nacional Mayor de San Marcos (ID 12374)","Universidad Nacional Mayor de San Marcos10.30920","open","47","95","false","true"
"Universidad Politecnica Estatal del Carchi - UPEC (ID 17873)","Universidad Politecnica Estatal del Carchi - UPEC10.32645","open","203","290","true","true"
"Universidad Surcolombiana (ID 10678)","Universidad Surcolombiana10.25054","open","989","52","true","true"
"Universidad Tecnologica de Pereira - UTP (ID 9811)","Universidad Tecnologica de Pereira - UTP10.22517","open","233","46","true","true"
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA) (ID 4873)","Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)10.11606","open","43121","6423","true","true"
"Universidade Estadual do Sudoeste da Bahia/Edicoes UESB (ID 9772)","Universidade Estadual do Sudoeste da Bahia/Edicoes UESB10.22481","open","619","1091","true","false"
"Universidade Federal de Juiz de Fora (ID 19922)","Universidade Federal de Juiz de Fora10.34019","open","712","1915","true","true"
"Universidade Federal de Sao Paulo (ID 19929)","Universidade Federal de Sao Paulo10.34024","open","2348","1245","true","true"
"Universidade Federal do Tocantins (ID 8462)","Universidade Federal do Tocantins10.20873","open","799","1021","true","true"
"Universitas Bangka Belitung (ID 18446)","Universitas Bangka Belitung10.33019","open","105","466","true","true"
"Universitas Cokroaminoto Palopo (ID 12052)","Universitas Cokroaminoto Palopo10.30605","open","24","110","true","true"
"Universitas Hamzanwadi (ID 11939)","Universitas Hamzanwadi10.29408","open","118","338","true","false"
"Universitas Islam Madura (ID 16003)","Universitas Islam Madura10.31102","open","99","102","true","false"
"Universitas Jayabaya (ID 16453)","Universitas Jayabaya10.31479","open","31","42","false","true"
"Universitas Malahayati Bandar Lampung (ID 18454)","Universitas Malahayati Bandar Lampung10.33024","open","2","241","false","true"
"Universitas Matana (ID 19183)","Universitas Matana10.33510","open","0","68","false","true"
"Universitas Mathla ul Anwar Banten (ID 12105)","Universitas Mathla ul Anwar Banten10.30653","open","52","213","false","true"
"Universitas Muhammadiyah Palangkaraya (ID 18542)","Universitas Muhammadiyah Palangkaraya10.33084","open","445","673","false","true"
"Universitas Muhammadiyah Surabaya (ID 12099)","Universitas Muhammadiyah Surabaya10.30651","open","165","746","true","false"
"Universitas Nusantara PGRI Kediri (ID 11941)","Universitas Nusantara PGRI Kediri10.29407","open","151","456","false","true"
"Universitas Pahlawan Tuanku Tambusai (ID 14667)","Universitas Pahlawan Tuanku Tambusai10.31004","open","42","521","false","true"
"Universitas Pembangunan Nasional Veteran Yogyakarta (ID 16285)","Universitas Pembangunan Nasional Veteran Yogyakarta10.31315","open","246","123","false","true"
"Universitas PGRI Adi Buana Surabaya (ID 22348)","Universitas PGRI Adi Buana Surabaya10.36456","open","111","377","false","true"
"Universitas Proklamasi 45 Yogyakarta (ID 12031)","Universitas Proklamasi 45 Yogyakarta10.30588","open","138","79","true","false"
"Universitas Serambi Mekkah (ID 17906)","Universitas Serambi Mekkah10.32672","open","1","316","false","true"
"Universitas Sulawesi Barat (ID 16728)","Universitas Sulawesi Barat10.31605","open","14","229","false","true"
"Universitas Teknokrat Indonesia (ID 18976)","Universitas Teknokrat Indonesia10.33365","open","47","172","false","true"
"Universitat Politecnica de Valencia (ID 2900)","Universitat Politecnica de Valencia10.4995","open","8104","3161","true","true"
"Universitatverlag WINTER Heidelberg (ID 19005)","Universitatverlag WINTER Heidelberg10.33675","open","0","108","false","true"
"Universite Arastirmalari Dergisi (ID 17361)","Universite Arastirmalari Dergisi10.32329","open","0","41","false","true"
"Universiti Sains Islam Malaysia (ID 18242)","Universiti Sains Islam Malaysia10.33102","open","23","85","false","true"
"University College Cork (ID 13136)","University College Cork10.33178","open","0","89","false","true"
"University of Adelaide Press (ID 8480)","University of Adelaide Press10.20851","open","323","117","true","false"
"University of Alberta Libraries (ID 11723)","ARI Journal10.18432","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","Canadian Health Libraries Association10.5596","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","Canadian Journal of University Continuing Education10.21225","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","CPI Journal10.18733","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","East West Journal of Ukrainian Studies10.21226","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","EBLIP Journal10.18438","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","HSSA Journal10.18732","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","Journal of Hebrew Scriptures10.5508","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","JPPS Journal10.18433","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","TranscUlturAl Journal10.21992","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Canadian Journal of Learning and Technology10.21432","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Canadian Studies in Population10.25336","open","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Journal of Contemporary Issues in Education10.20355","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Journal of Professional Continuing and Online Education10.18741","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Journal of Socialist Studies10.18740","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Past Imperfect Journal10.21971","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - REEFMM10.21230","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - The Deakin Review of Childrens Literature10.20361","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta Libraries10.29173","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta- Constitutional Forum Journal10.21991","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta- Language and Literacy10.20360","limited","19045","2415","true","false"
"University of Alberta Libraries (ID 11723)","VAMP Journal10.18435","limited","19045","2415","true","false"
"University of Alicante (ID 4711)","University of Alicante10.7821","open","100","52","true","true"
"University of Benin - Faculty of Environmental Sciences (ID 21987)","University of Benin - Faculty of Environmental Sciences10.36263","open","43","79","true","true"
