document	doi	PC_1	figure
044818_v1.xml	[@doi:10.1101/044818]	4.355295926618207	![](table_figures/044818_fig1.tif)
107250_v1.xml	[@doi:10.1101/107250]	4.321847854182741	![](table_figures/107250_fig1.tif)
197400_v1.xml	[@doi:10.1101/197400]	4.700554908074704	![](table_figures/197400_fig1.tif)
769299_v1.xml	[@doi:10.1101/769299]	4.351517618262304	![](table_figures/769299v1_fig1.tif)
825943_v1.xml	[@doi:10.1101/825943]	4.410660604449826	![](table_figures/825943v1_fig1.tif)
