document	doi	pmcid	distance
067322_v2.xml	10.1101/067322	PMC6282938	0.9487618115479339
073825_v1.xml	10.1101/073825	PMC5607848	0.9519820446930961
083642_v1.xml	10.1101/083642	PMC6203199	0.9617915172217674
079731_v1.xml	10.1101/079731	PMC6508489	0.9695422966718561
071787_v1.xml	10.1101/071787	PMC6014165	0.9729934128067486
066241_v1.xml	10.1101/066241	PMC5952954	0.9770609006432665
076224_v1.xml	10.1101/076224	PMC5768764	0.9895876995126212
076505_v1.xml	10.1101/076505	PMC5832795	1.0285300583262438
067264_v1.xml	10.1101/067264	PMC5807380	1.0327598775320073
084756_v2.xml	10.1101/084756	PMC5283753	1.036222318676191
074450_v1.xml	10.1101/074450	PMC5776756	1.0378714689503847
075457_v2.xml	10.1101/075457	PMC5444614	1.0586879613722049
071753_v2.xml	10.1101/071753	PMC5406025	1.0679034433715628
072561_v2.xml	10.1101/072561	PMC5550005	1.0741170137353755
071670_v1.xml	10.1101/071670	PMC5438214	1.079180710871211
066142_v1.xml	10.1101/066142	PMC5428799	1.0880820686871948
067538_v1.xml	10.1101/067538	PMC5059746	1.1045654997932797
076612_v1.xml	10.1101/076612	PMC6177426	1.1101315655428257
084590_v1.xml	10.1101/084590	PMC5695586	1.1250871551870643
084087_v1.xml	10.1101/084087	PMC6039856	1.1313086991900103
078873_v1.xml	10.1101/078873	PMC6136788	1.1424294287246601
074054_v1.xml	10.1101/074054	PMC5837271	1.1440107320895212
084434_v1.xml	10.1101/084434	PMC6688705	1.154294133253925
077834_v1.xml	10.1101/077834	PMC5767186	1.1558796509633493
072199_v1.xml	10.1101/072199	PMC6837633	1.1579887659765145
086371_v1.xml	10.1101/086371	PMC6476867	1.159385283584535
074609_v1.xml	10.1101/074609	PMC5934398	1.1594237915128
079046_v2.xml	10.1101/079046	PMC5849707	1.1656215003731876
075960_v1.xml	10.1101/075960	PMC5217117	1.1738336721807352
073015_v1.xml	10.1101/073015	PMC5147794	1.1780183647390665
075150_v1.xml	10.1101/075150	PMC5547491	1.1860914540215803
086660_v1.xml	10.1101/086660	PMC5651220	1.1967652294774493
071316_v1.xml	10.1101/071316	PMC5435615	1.2030138441254028
069591_v1.xml	10.1101/069591	PMC5310915	1.2050255506991414
085159_v1.xml	10.1101/085159	PMC5912751	1.2132340003120197
073668_v1.xml	10.1101/073668	PMC5310760	1.2139301710045884
074666_v5.xml	10.1101/074666	PMC5972607	1.217519441368865
088831_v1.xml	10.1101/088831	PMC5711034	0.7618210165275922
095224_v1.xml	10.1101/095224	PMC5310525	0.7807480817120009
094011_v1.xml	10.1101/094011	PMC5860168	0.8019401467827199
107185_v5.xml	10.1101/107185	PMC6045601	0.8267339420321299
095810_v2.xml	10.1101/095810	PMC6244222	0.8666711030353434
107037_v1.xml	10.1101/107037	PMC5837196	0.9044720034408555
095224_v1.xml	10.1101/095224	PMC5722542	0.9232876463831944
103150_v1.xml	10.1101/103150	PMC5468238	0.967849156071708
107938_v1.xml	10.1101/107938	PMC6581728	0.9703789907970706
092478_v1.xml	10.1101/092478	PMC6275460	0.9735423658669073
096842_v1.xml	10.1101/096842	PMC6344807	0.9776945157560261
092403_v1.xml	10.1101/092403	PMC5386591	1.0067132726270838
108092_v1.xml	10.1101/108092	PMC5350468	1.0544173031228905
094524_v1.xml	10.1101/094524	PMC5533215	1.0740377621413513
094144_v1.xml	10.1101/094144	PMC6456229	1.0762256596966824
106195_v1.xml	10.1101/106195	PMC6044555	1.0792786898864957
094656_v1.xml	10.1101/094656	PMC5824840	1.1289363662910772
103911_v1.xml	10.1101/103911	PMC5632298	1.1424890845273978
088633_v1.xml	10.1101/088633	PMC6406291	1.1573078796160385
097998_v1.xml	10.1101/097998	PMC5332605	1.1607513031501193
106914_v2.xml	10.1101/106914	PMC6036668	1.16644026993535
098335_v1.xml	10.1101/098335	PMC5850285	1.1782296666366054
090688_v1.xml	10.1101/090688	PMC5400509	1.1865410425704535
117143_v2.xml	10.1101/117143	PMC5534310	0.5668329143452185
122945_v1.xml	10.1101/122945	PMC5989992	0.6244434786581105
129429_v1.xml	10.1101/129429	PMC5993513	0.691348991942205
116475_v1.xml	10.1101/116475	PMC5829830	0.731856068633339
130377_v1.xml	10.1101/130377	PMC5820601	0.8141154429636251
117978_v1.xml	10.1101/117978	PMC5677962	0.8270752101881449
115691_v1.xml	10.1101/115691	PMC6277013	0.8551655907520617
130658_v1.xml	10.1101/130658	PMC6379436	0.8861652457909719
128215_v1.xml	10.1101/128215	PMC5524224	0.8929651630118222
120741_v1.xml	10.1101/120741	PMC5931509	0.9896623096604763
125682_v3.xml	10.1101/125682	PMC6805121	1.0176418460251486
117176_v4.xml	10.1101/117176	PMC6504117	1.0195794644573248
129130_v1.xml	10.1101/129130	PMC6415955	1.05659122121223
130146_v1.xml	10.1101/130146	PMC5893876	1.0570236275210145
110056_v1.xml	10.1101/110056	PMC5662767	1.0661884789702036
126284_v1.xml	10.1101/126284	PMC5739295	1.0768944756189682
126201_v2.xml	10.1101/126201	PMC5896886	1.088497829335049
117341_v1.xml	10.1101/117341	PMC5555476	1.0923415483582781
121871_v2.xml	10.1101/121871	PMC5664504	1.0960435013695924
126672_v1.xml	10.1101/126672	PMC5712619	1.0989615097450602
114991_v2.xml	10.1101/114991	PMC5633345	1.103777135703482
123976_v1.xml	10.1101/123976	PMC6583386	1.112969082753634
110031_v1.xml	10.1101/110031	PMC5687760	1.1170910140906793
118232_v2.xml	10.1101/118232	PMC6385403	1.1208758759433552
114611_v1.xml	10.1101/114611	PMC5673914	1.1300001755947933
122903_v1.xml	10.1101/122903	PMC5800846	1.1346844905803781
127704_v1.xml	10.1101/127704	PMC5628017	1.1472170787798814
115857_v1.xml	10.1101/115857	PMC6416927	1.1499405198210302
125369_v1.xml	10.1101/125369	PMC5744217	1.1953899074538434
123422_v1.xml	10.1101/123422	PMC6152588	1.205080679152027
114298_v1.xml	10.1101/114298	PMC6176894	1.216668558245098
134056_v1.xml	10.1101/134056	PMC5432078	0.4877176917960899
149740_v1.xml	10.1101/149740	PMC5778454	0.49889961068197386
144071_v1.xml	10.1101/144071	PMC5778144	0.7742143109201881
143792_v1.xml	10.1101/143792	PMC5656584	0.8418436684248857
140616_v3.xml	10.1101/140616	PMC6380556	0.857485696234947
140491_v1.xml	10.1101/140491	PMC5731794	0.8725937166414989
149443_v2.xml	10.1101/149443	PMC6110728	0.8911929173730726
134973_v1.xml	10.1101/134973	PMC6863850	0.8927127016265082
140210_v1.xml	10.1101/140210	PMC5756024	0.9319343610278966
138719_v1.xml	10.1101/138719	PMC5882788	0.9327444127820443
142471_v1.xml	10.1101/142471	PMC5815852	0.948178453832709
137448_v1.xml	10.1101/137448	PMC6143743	0.9531361669229869
146126_v2.xml	10.1101/146126	PMC6905537	0.9578122389856809
148452_v3.xml	10.1101/148452	PMC6010564	0.9924484785863079
139386_v1.xml	10.1101/139386	PMC5925756	1.0056139444697783
143800_v1.xml	10.1101/143800	PMC6278121	1.010032458989167
142844_v1.xml	10.1101/142844	PMC6520100	1.0196723317690235
147223_v1.xml	10.1101/147223	PMC6286128	1.0368935036266502
151464_v1.xml	10.1101/151464	PMC5802320	1.0471314317709561
136606_v1.xml	10.1101/136606	PMC6538491	1.0889079124668397
149070_v1.xml	10.1101/149070	PMC6287820	1.0987796026151566
144329_v1.xml	10.1101/144329	PMC6250661	1.135715565333696
136762_v1.xml	10.1101/136762	PMC5815599	1.1365906197389872
145144_v2.xml	10.1101/145144	PMC5656430	1.1467069002931631
134056_v1.xml	10.1101/134056	PMC5303331	1.1584447921483136
145029_v1.xml	10.1101/145029	PMC6413945	1.177347992255198
137810_v1.xml	10.1101/137810	PMC5919758	1.1812250266365685
145177_v1.xml	10.1101/145177	PMC6596890	1.1960005626950674
150813_v1.xml	10.1101/150813	PMC6004588	1.2100202834166998
138487_v3.xml	10.1101/138487	PMC5774886	1.2110397770617425
145292_v1.xml	10.1101/145292	PMC6615642	1.2110735847949947
155416_v1.xml	10.1101/155416	PMC5803371	0.5858024603456644
153080_v1.xml	10.1101/153080	PMC5813897	0.6349654336209793
164574_v2.xml	10.1101/164574	PMC6009670	0.6926417219797096
158469_v1.xml	10.1101/158469	PMC5673241	0.705694419993182
161158_v1.xml	10.1101/161158	PMC5861518	0.7064879337708059
170654_v1.xml	10.1101/170654	PMC6224260	0.7213917663210876
153015_v1.xml	10.1101/153015	PMC5998323	0.7428204771098048
156703_v1.xml	10.1101/156703	PMC5714486	0.745181699962336
162263_v1.xml	10.1101/162263	PMC5661005	0.7512740940287903
155168_v1.xml	10.1101/155168	PMC5725293	0.7775789743228465
161877_v1.xml	10.1101/161877	PMC6211453	0.8236950387934514
153684_v1.xml	10.1101/153684	PMC5811210	0.8569648221396373
157032_v1.xml	10.1101/157032	PMC5697935	0.8583216059991327
170084_v1.xml	10.1101/170084	PMC6213849	0.8748060978312538
152785_v1.xml	10.1101/152785	PMC5797969	0.8808233303921288
155713_v1.xml	10.1101/155713	PMC6373911	0.8937652967009482
169565_v1.xml	10.1101/169565	PMC6011829	0.9079429670330463
161133_v1.xml	10.1101/161133	PMC6063732	0.9102574237779956
156794_v1.xml	10.1101/156794	PMC5739301	0.9147823019181155
170167_v1.xml	10.1101/170167	PMC6262025	0.9507735503319883
154120_v1.xml	10.1101/154120	PMC5605086	0.9599120683611336
161471_v1.xml	10.1101/161471	PMC6077796	0.9740731026927768
161901_v1.xml	10.1101/161901	PMC5826950	1.008557728500373
167791_v1.xml	10.1101/167791	PMC5753623	1.0164775647670647
163881_v1.xml	10.1101/163881	PMC5832855	1.0467354273182377
152066_v1.xml	10.1101/152066	PMC6339930	1.0546397012961681
165415_v1.xml	10.1101/165415	PMC5798290	1.0690568773644393
158634_v1.xml	10.1101/158634	PMC5703618	1.0704960603410925
165738_v1.xml	10.1101/165738	PMC5898909	1.0722853293829995
161521_v1.xml	10.1101/161521	PMC5987872	1.0768965251431857
163790_v1.xml	10.1101/163790	PMC5922971	1.079610646300094
171215_v1.xml	10.1101/171215	PMC6279864	1.0817091919762314
169086_v2.xml	10.1101/169086	PMC6148476	1.0831284356533342
164467_v1.xml	10.1101/164467	PMC5768742	1.0872419505372162
162941_v1.xml	10.1101/162941	PMC4266026	1.1053485841687514
163170_v1.xml	10.1101/163170	PMC5696649	1.1087879987141913
168542_v1.xml	10.1101/168542	PMC6374791	1.1111803804908675
167007_v1.xml	10.1101/167007	PMC5786870	1.1118463648523278
166298_v1.xml	10.1101/166298	PMC6786975	1.1163823825486285
167916_v1.xml	10.1101/167916	PMC6493775	1.1178898800670523
167130_v3.xml	10.1101/167130	PMC6508911	1.1251312828585402
164756_v1.xml	10.1101/164756	PMC5734873	1.1270971879247438
159590_v1.xml	10.1101/159590	PMC6226482	1.127520182607453
156307_v1.xml	10.1101/156307	PMC5653237	1.1286627757302294
154765_v1.xml	10.1101/154765	PMC5995544	1.1297669596066195
166108_v1.xml	10.1101/166108	PMC5820936	1.1369225799925007
160267_v1.xml	10.1101/160267	PMC5826962	1.1409386871860496
153387_v2.xml	10.1101/153387	PMC6162078	1.1425284416849706
158550_v1.xml	10.1101/158550	PMC6051447	1.1472343363224773
166272_v1.xml	10.1101/166272	PMC5798305	1.163047046878961
158949_v1.xml	10.1101/158949	PMC5889789	1.1731864582972547
162743_v1.xml	10.1101/162743	PMC5745079	1.1732248748405698
171827_v1.xml	10.1101/171827	PMC5832417	1.1907817470121136
169326_v1.xml	10.1101/169326	PMC6307714	1.2093952484773964
152223_v1.xml	10.1101/152223	PMC5734875	1.2185623265841925
179267_v1.xml	10.1101/179267	PMC6562942	0.6296104138578061
173245_v1.xml	10.1101/173245	PMC5834243	0.7363905084200283
191544_v2.xml	10.1101/191544	PMC6219562	0.738750991981429
187351_v1.xml	10.1101/187351	PMC6770436	0.7490405175100832
186981_v1.xml	10.1101/186981	PMC6502432	0.7861360647039757
189001_v1.xml	10.1101/189001	PMC6267999	0.7965480964409436
179523_v1.xml	10.1101/179523	PMC5851326	0.8115810506356465
190892_v2.xml	10.1101/190892	PMC5828664	0.8378323618643555
179846_v3.xml	10.1101/179846	PMC6646351	0.870587064979341
179127_v1.xml	10.1101/179127	PMC5702781	0.8744543759811602
180612_v1.xml	10.1101/180612	PMC6160089	0.8880053990190918
173328_v1.xml	10.1101/173328	PMC5997451	0.9028767207707333
175018_v1.xml	10.1101/175018	PMC6330404	0.9152259544659767
183020_v1.xml	10.1101/183020	PMC6240052	0.9267614122374058
182212_v1.xml	10.1101/182212	PMC6134092	0.9412568567762183
177386_v1.xml	10.1101/177386	PMC6262906	0.9576001962989447
178772_v2.xml	10.1101/178772	PMC6354013	0.9721515345975869
190033_v1.xml	10.1101/190033	PMC5794259	1.0027054600374674
188771_v1.xml	10.1101/188771	PMC6213051	1.006149068501358
175372_v1.xml	10.1101/175372	PMC6124628	1.0136161755964597
182733_v1.xml	10.1101/182733	PMC5767587	1.0235948168750546
181560_v2.xml	10.1101/181560	PMC6127462	1.047501290877916
183749_v1.xml	10.1101/183749	PMC5801468	1.0655328120551895
176263_v1.xml	10.1101/176263	PMC5712423	1.0862300316344713
175851_v2.xml	10.1101/175851	PMC6240048	1.089828235346125
188375_v1.xml	10.1101/188375	PMC6137563	1.0903072089904362
172536_v2.xml	10.1101/172536	PMC6981164	1.0972337911309873
177659_v1.xml	10.1101/177659	PMC6752315	1.09937952410338
180174_v2.xml	10.1101/180174	PMC6199470	1.1068137764342711
187294_v1.xml	10.1101/187294	PMC6325557	1.1168920364476316
190785_v1.xml	10.1101/190785	PMC6581559	1.1176688571732303
185991_v1.xml	10.1101/185991	PMC6204104	1.118603429392175
182998_v1.xml	10.1101/182998	PMC5788660	1.1344179748542536
185264_v1.xml	10.1101/185264	PMC6389952	1.1499020934981963
174193_v1.xml	10.1101/174193	PMC6719261	1.1652726051817135
191759_v1.xml	10.1101/191759	PMC6355807	1.174670609591679
181867_v1.xml	10.1101/181867	PMC6841657	1.1882043174322974
182592_v1.xml	10.1101/182592	PMC6138640	1.1922428492802197
172841_v1.xml	10.1101/172841	PMC6033927	1.1948103797731482
175919_v1.xml	10.1101/175919	PMC6102138	1.1980389060119294
181974_v1.xml	10.1101/181974	PMC6336815	1.201586931065722
186668_v1.xml	10.1101/186668	PMC5820953	1.2046667621859755
174185_v1.xml	10.1101/174185	PMC5814147	1.2152407632287536
194936_v1.xml	10.1101/194936	PMC6158492	0.6572664799087369
195982_v1.xml	10.1101/195982	PMC5788056	0.7949132415332062
201285_v2.xml	10.1101/201285	PMC6142048	0.8206305267767954
194431_v1.xml	10.1101/194431	PMC6303941	0.8374811460609896
192849_v1.xml	10.1101/192849	PMC6283418	0.8737468671854621
200352_v1.xml	10.1101/200352	PMC5951681	0.8806355150818453
193805_v1.xml	10.1101/193805	PMC5923074	0.8928751597373412
193995_v1.xml	10.1101/193995	PMC5826275	0.9425096295021123
198903_v1.xml	10.1101/198903	PMC6767191	0.9669144996634534
196857_v1.xml	10.1101/196857	PMC6352453	0.9739596945734069
193458_v1.xml	10.1101/193458	PMC6472805	1.001807551655703
199935_v1.xml	10.1101/199935	PMC6135943	1.0121546344444503
195651_v1.xml	10.1101/195651	PMC6011517	1.0371415513619036
196758_v1.xml	10.1101/196758	PMC6303108	1.0466767757489928
199497_v1.xml	10.1101/199497	PMC5764569	1.069755670505305
195180_v1.xml	10.1101/195180	PMC6350039	1.070037261167183
198309_v1.xml	10.1101/198309	PMC6104001	1.0867676048818233
198408_v1.xml	10.1101/198408	PMC6023615	1.152054112623153
196006_v2.xml	10.1101/196006	PMC5935487	1.181874655358842
200451_v1.xml	10.1101/200451	PMC6572829	1.185076673540807
201772_v2.xml	10.1101/201772	PMC6461684	1.1967919136082288
192096_v1.xml	10.1101/192096	PMC6282268	1.204133977100402
884023_v1.xml	10.1101/2020.01.01.884023	PMC6940387	1.1020588564540634
912485_v1.xml	10.1101/2020.01.20.912485	PMC6116997	1.1275720279407457
211052_v1.xml	10.1101/211052	PMC5905743	0.7683263062163831
210195_v1.xml	10.1101/210195	PMC5860869	0.8238702425533958
211805_v1.xml	10.1101/211805	PMC6288301	0.8268886550587954
208827_v3.xml	10.1101/208827	PMC6146500	0.8294632115089122
214213_v2.xml	10.1101/214213	PMC6907783	0.8541057327912647
206540_v1.xml	10.1101/206540	PMC6467492	0.8545945955107764
212522_v1.xml	10.1101/212522	PMC6119192	0.8799048489300211
208298_v1.xml	10.1101/208298	PMC5732991	0.8915868778379527
204081_v1.xml	10.1101/204081	PMC6324307	0.9056546879307497
212449_v3.xml	10.1101/212449	PMC6314539	0.912770659505448
205583_v2.xml	10.1101/205583	PMC6365646	0.9509091188045196
207514_v2.xml	10.1101/207514	PMC5829915	0.9668355296485154
209114_v2.xml	10.1101/209114	PMC6130846	0.9780895965006074
214288_v2.xml	10.1101/214288	PMC6126143	0.9819079515189955
204172_v1.xml	10.1101/204172	PMC5826258	1.0047630559032334
203398_v2.xml	10.1101/203398	PMC6120550	1.0294037153480495
210112_v1.xml	10.1101/210112	PMC6021258	1.036580483067779
206219_v1.xml	10.1101/206219	PMC5883066	1.0437280013469574
209957_v1.xml	10.1101/209957	PMC6370836	1.048021059797626
204503_v1.xml	10.1101/204503	PMC6085601	1.0495025304225851
204420_v1.xml	10.1101/204420	PMC6860448	1.0537285491618742
204842_v1.xml	10.1101/204842	PMC5815339	1.0688870615245862
214536_v1.xml	10.1101/214536	PMC5871332	1.0695258806360828
205906_v2.xml	10.1101/205906	PMC5896879	1.0754535565129155
213710_v3.xml	10.1101/213710	PMC6312401	1.0818104742285928
211037_v2.xml	10.1101/211037	PMC6050736	1.0823190538179295
208355_v2.xml	10.1101/208355	PMC6499542	1.1074918795274173
202374_v3.xml	10.1101/202374	PMC6040884	1.1106075309814474
202861_v1.xml	10.1101/202861	PMC6178617	1.1142189624535084
206417_v2.xml	10.1101/206417	PMC5852662	1.135916122017872
203901_v1.xml	10.1101/203901	PMC6044545	1.1468831455787487
212191_v1.xml	10.1101/212191	PMC5997157	1.1543502303696735
207803_v2.xml	10.1101/207803	PMC6431245	1.1715359320694825
206284_v1.xml	10.1101/206284	PMC6002524	1.1864298907506683
212647_v1.xml	10.1101/212647	PMC6307133	1.213563074165554
227157_v1.xml	10.1101/227157	PMC6142395	0.6960949944664788
233601_v1.xml	10.1101/233601	PMC6399940	0.7204970495478521
216341_v2.xml	10.1101/216341	PMC5864153	0.775331193670583
215509_v1.xml	10.1101/215509	PMC6179574	0.8096641225474207
225102_v2.xml	10.1101/225102	PMC5874443	0.8305031947695093
229781_v1.xml	10.1101/229781	PMC6140124	0.8308304484737108
234740_v2.xml	10.1101/234740	PMC6410877	0.8394005969494355
225326_v1.xml	10.1101/225326	PMC6303873	0.8402185793009795
231795_v1.xml	10.1101/231795	PMC6307871	0.8536267885779415
218875_v1.xml	10.1101/218875	PMC6191429	0.8573149115385834
223677_v1.xml	10.1101/223677	PMC5750391	0.9050309533498275
222166_v1.xml	10.1101/222166	PMC5896876	0.9108623722548547
230128_v1.xml	10.1101/230128	PMC6031430	0.913067916890914
219568_v1.xml	10.1101/219568	PMC6084394	0.9223127341353997
225813_v1.xml	10.1101/225813	PMC6426977	0.9309113056812173
224337_v1.xml	10.1101/224337	PMC6199131	0.9318923411158955
233577_v1.xml	10.1101/233577	PMC6019067	0.9552356746660544
233015_v1.xml	10.1101/233015	PMC5871743	0.9588283322260573
232140_v2.xml	10.1101/232140	PMC6067884	0.9602809648929019
220731_v1.xml	10.1101/220731	PMC5873896	0.9609656511709662
230011_v1.xml	10.1101/230011	PMC6327544	0.9655551522546102
218370_v1.xml	10.1101/218370	PMC6180488	0.9678733771912412
216937_v1.xml	10.1101/216937	PMC6137907	0.9787212350393195
224725_v1.xml	10.1101/224725	PMC6042795	0.9870119059135909
221150_v2.xml	10.1101/221150	PMC6379407	0.9881780461309909
221085_v1.xml	10.1101/221085	PMC6451136	0.9979283560114349
228635_v1.xml	10.1101/228635	PMC6105870	1.0174698491821186
220558_v3.xml	10.1101/220558	PMC6071196	1.0311285198647675
231472_v1.xml	10.1101/231472	PMC6105587	1.0319701434235293
223446_v1.xml	10.1101/223446	PMC5930551	1.0378351354748725
234690_v1.xml	10.1101/234690	PMC6849856	1.0385624528053246
216887_v2.xml	10.1101/216887	PMC5836111	1.0455837566060915
224196_v2.xml	10.1101/224196	PMC5986128	1.046290542772414
215640_v1.xml	10.1101/215640	PMC6787040	1.0536398802670737
218552_v1.xml	10.1101/218552	PMC5892119	1.0637070583832477
221200_v1.xml	10.1101/221200	PMC5826289	1.0638070879049846
233825_v2.xml	10.1101/233825	PMC6789153	1.07002792413717
219626_v1.xml	10.1101/219626	PMC5881415	1.072219028128418
227207_v1.xml	10.1101/227207	PMC6446413	1.0899984207614948
219741_v1.xml	10.1101/219741	PMC6588723	1.0905052115704825
224733_v2.xml	10.1101/224733	PMC6219177	1.0929548676499796
231696_v1.xml	10.1101/231696	PMC6019073	1.0936323201368605
220905_v1.xml	10.1101/220905	PMC6071202	1.1040741795164482
218263_v1.xml	10.1101/218263	PMC5922972	1.1126833255169544
227389_v1.xml	10.1101/227389	PMC6330062	1.1257719406816744
225037_v1.xml	10.1101/225037	PMC5880497	1.138115589388637
226803_v2.xml	10.1101/226803	PMC6085122	1.1403786289095301
216838_v1.xml	10.1101/216838	PMC6008054	1.1543493632173136
223289_v1.xml	10.1101/223289	PMC6798083	1.1588567017583116
235358_v1.xml	10.1101/235358	PMC6059296	1.1592251519261891
