lemma	corpus_one_a	corpus_two_b	corpus_one_c	corpus_two_d	log_likelihood	odds_ratio
today	101719	1053502	8596698154	1218668568	3733278.7936401367	0.013687390233097304
big	130266	471156	8596698154	1218668568	1371667.7517700195	0.03919406273700873
gene	7423666	35637	8596698154	1218668568	1664294.3665771484	29.530528462983977
mm	5761790	360	8596698154	1218668568	1521025.5993041992	2268.866049444794
school	855011	800020	8596698154	1218668568	1271823.4885864258	0.15150424087311906
related	5091279	99135	8596698154	1218668568	782128.1924438477	7.280376140643772
united	551100	1024026	8596698154	1218668568	2378723.4415893555	0.0762910090951729
respectively	5408486	25400	8596698154	1218668568	1216343.790588379	30.185329785536023
new	3219695	4031911	8596698154	1218668568	7705471.962219238	0.11320294570780229
women	3019814	502009	8596698154	1218668568	10509.428100585938	0.8527517567311469
significant	8925738	104870	8596698154	1218668568	1660132.1697998047	12.065540964781118
positive	4711457	62184	8596698154	1218668568	844989.916015625	10.740648620354879
war	48528	504275	8596698154	1218668568	1787926.9746704102	0.013642026433448803
federal	92261	587507	8596698154	1218668568	1935621.964416504	0.02226173680274373
effects	5635876	65961	8596698154	1218668568	1049676.3280639648	12.112342138840102
general	2203652	466913	8596698154	1218668568	56931.26544189453	0.6690537016174077
proteins	4602840	5186	8596698154	1218668568	1160955.2868652344	125.81930964734225
protein	8898282	12937	8596698154	1218668568	2217225.663757324	97.50491739815682
university	1480472	659677	8596698154	1218668568	500940.7393798828	0.3181433042822217
additional	4251505	96614	8596698154	1218668568	603538.1799926758	6.238160765206525
right	2134239	570663	8596698154	1218668568	159479.91918945312	0.5301725868933964
night	231076	589751	8596698154	1218668568	1545945.1302490234	0.05554437533948808
table	9609913	101736	8596698154	1218668568	1841361.269165039	13.39055968120994
present	4940741	127497	8596698154	1218668568	650913.5881347656	5.493461106191193
long	2658125	913352	8596698154	1218668568	454309.9569091797	0.41256382771959765
clinical	5187380	27259	8596698154	1218668568	1147962.7907104492	26.976902072392047
program	1294445	480414	8596698154	1218668568	274826.9182128906	0.3819635131778125
methods	5095075	27284	8596698154	1218668568	1124320.855102539	26.47259235978234
million	542937	1213809	8596698154	1218668568	3034949.2489624023	0.06340930854374582
people	1652139	1676443	8596698154	1218668568	2817098.614013672	0.13970492715407531
play	1054980	496312	8596698154	1218668568	405673.4364013672	0.3013307013666503
mice	6537299	8445	8596698154	1218668568	1638694.3020629883	109.73688468515225
use	6062617	476754	8596698154	1218668568	181823.111328125	1.8026844780221645
patient	4501730	60058	8596698154	1218668568	804499.1710205078	10.62582135154256
increase	4775147	208322	8596698154	1218668568	404561.3123779297	3.2494176943988986
police	45679	554391	8596698154	1218668568	2001952.7883911133	0.011680309435747065
world	741051	943243	8596698154	1218668568	1820951.3289794922	0.11137262055477427
old	1323085	1003174	8596698154	1218668568	1355205.8555908203	0.1869671938709275
human	4946852	228189	8596698154	1218668568	392832.5933227539	3.0731810318173203
high	9086405	710856	8596698154	1218668568	276367.4912109375	1.8120258488563228
age	5830617	266292	8596698154	1218668568	468516.79510498047	3.103918624763792
ml	5753367	182	8596698154	1218668568	1521605.3942260742	4481.306223600668
city	398237	1357957	8596698154	1218668568	3889987.2866210938	0.04157282348451907
officials	24401	760328	8596698154	1218668568	2961022.8040771484	0.0045494675587721784
president	13691	1297812	8596698154	1218668568	5265228.710510254	0.0014954686623146573
man	128680	548191	8596698154	1218668568	1662741.646850586	0.033276150730805885
music	124246	499143	8596698154	1218668568	1492699.09375	0.03528672580075122
left	2322266	530001	8596698154	1218668568	88314.2055053711	0.6211395835515038
studies	9318438	100884	8596698154	1218668568	1774552.9061889648	13.094073015606412
activity	6841121	58614	8596698154	1218668568	1382129.1954956055	16.545498011108744
know	423965	520446	8596698154	1218668568	984399.4788208008	0.1154803953705627
levels	8403592	78525	8596698154	1218668568	1663216.2284545898	15.170886027184494
expression	12371288	28343	8596698154	1218668568	2994937.010986328	61.87611419263451
test	6824993	138836	8596698154	1218668568	1026351.1108398438	6.968736595312307
participants	4336564	37440	8596698154	1218668568	874740.2876586914	16.419648352542744
p.m.	20830	631032	8596698154	1218668568	2453704.2510375977	0.0046794177555737485
observed	7528396	26516	8596698154	1218668568	1753264.2446289062	40.24837741001884
department	455292	492990	8596698154	1218668568	864428.0548095703	0.13091995312848806
function	4462302	26153	8596698154	1218668568	970716.3309936523	24.187521987008708
work	2535606	842468	8596698154	1218668568	392517.6959838867	0.4266603534461743
data	17896614	130324	8596698154	1218668568	3740154.3881225586	19.467061540326068
significantly	6466592	32542	8596698154	1218668568	1440117.3924560547	28.16989003752632
house	236735	802719	8596698154	1218668568	2296169.8422851562	0.04180737114807768
reported	6918021	220048	8596698154	1218668568	787475.7448120117	4.456751118517068
method	4182503	32693	8596698154	1218668568	862277.9959716797	18.135745741633013
says	19109	478865	8596698154	1218668568	1840829.9989624023	0.0056569038402770255
time	11258014	1578029	8596698154	1218668568	176.50860595703125	1.0113482703682897
type	5671708	72645	8596698154	1218668568	1027185.1973266602	11.067819489269612
way	1674362	862610	8596698154	1218668568	790169.4514770508	0.27516221852450723
children	2844519	633876	8596698154	1218668568	96118.09680175781	0.6361484335134173
days	3843471	482656	8596698154	1218668568	6497.784912109375	1.1288593409433858
rate	5195818	239785	8596698154	1218668568	412363.5718383789	3.071749880506503
